PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name
2249_01,0,0,679,2,24,0,0,1606,0,0,2,2574
2250_01,0,0,1904,2,27,0,76,0,1,27,865,1599
2259_01,1,0,444,0,33,0,0,2333,0,106,896,4164
2259_02,1,1,444,0,35,0,0,439,0,0,0,2340
2260_01,1,1,631,2,33,0,0,439,0,0,0,2963
2265_01,0,0,1892,2,34,0,0,439,0,529,0,1357
2271_01,1,0,446,0,37,0,567,32,0,1273,11632,2939
2276_01,0,1,2829,2,46,0,0,0,0,0,0,1365
2276_02,0,0,1894,2,45,0,1259,210,0,0,1,3798
2283_01,0,0,1908,2,14,0,0,25,116,897,2,3187
2285_01,0,0,2830,1,29,0,0,20,36,0,788,2430
2286_01,0,0,2833,2,56,0,0,6,0,406,355,3292
2290_01,0,1,2831,1,24,0,0,0,0,0,0,2907
2292_01,0,1,2832,1,19,0,0,0,0,0,0,2928
2293_01,2,1,1896,2,51,0,0,0,0,0,0,894
2294_01,1,0,450,0,24,0,204,2322,874,0,252,4172
2297_01,0,0,1898,2,23,0,839,0,0,38,0,3370
2304_01,0,1,2834,2,21,0,0,0,0,0,0,1676
2307_01,0,1,697,2,6,0,0,0,0,0,0,3491
2307_02,0,0,697,2,11,0,0,0,0,0,0,2930
2307_03,0,0,697,2,4,0,0,0,0,0,0,3318
2307_04,0,0,697,2,0,0,0,0,0,0,0,1296
2307_05,0,1,697,2,7,0,0,0,0,0,0,36
2322_01,0,0,698,2,24,0,51,1,199,536,0,3795
2323_01,0,0,1900,2,32,0,12,0,0,1123,19,3696
2324_01,0,0,1902,2,43,0,340,10,22,0,272,2701
2326_01,0,1,2835,2,24,0,0,0,0,0,0,2481
2328_01,0,0,1913,2,49,0,9,146,207,688,2,379
2330_01,0,0,1914,1,21,0,17,0,0,595,0,2073
2331_01,1,1,2691,0,29,0,0,0,0,0,0,479
2334_01,0,0,2837,2,25,0,877,0,0,37,0,1461
2335_01,0,1,2838,1,27,0,0,0,0,0,0,557
2337_01,0,1,2836,1,14,0,0,0,0,0,0,2278
2342_01,0,0,2839,2,67,0,0,1,3,788,15,1300
2343_01,1,1,234,0,17,0,0,0,0,0,0,2964
2343_02,1,0,234,2,44,0,0,0,0,0,0,198
2344_01,0,0,237,0,52,0,0,142,0,378,3209,521
2344_02,1,1,237,0,14,0,219,0,0,0,0,3079
2346_01,0,0,1917,2,17,0,817,0,0,0,0,308
2350_01,2,0,681,2,19,0,99,0,1522,276,0,1561
2350_02,2,0,1918,2,36,0,853,382,8,14,30,2943
2350_03,2,1,1918,0,19,0,0,0,0,0,0,1526
2351_01,2,0,635,2,25,0,1872,189,438,4,269,3144
2351_02,2,0,1920,2,39,0,995,0,169,27,0,3837
2352_01,2,0,1905,0,32,0,103,0,856,0,666,3917
2354_01,2,0,1906,2,75,0,940,0,0,1188,60,3353
2355_01,1,1,637,2,37,0,0,0,0,303,0,2770
2355_02,1,1,637,0,25,0,0,0,0,0,0,432
2355_03,1,0,637,2,33,0,651,275,0,0,1128,2682
2355_04,1,0,637,0,25,0,0,5619,0,0,11,3400
2358_01,0,0,2840,2,24,0,1105,357,13,0,303,2374
2359_01,0,0,1923,2,22,0,1448,0,0,0,1,144
2362_01,0,0,683,2,22,0,219,170,0,0,1,3787
2370_01,0,1,2842,2,36,0,0,0,0,0,0,2370
2370_02,0,1,2842,2,4,0,0,0,0,0,0,2083
2370_03,0,0,2842,2,61,0,17,21,177,0,111,1359
2370_04,0,0,2842,2,0,0,0,0,0,0,0,557
2371_01,0,0,1926,2,15,0,1,0,859,0,0,1919
2372_01,2,0,1927,2,42,0,884,336,0,8,0,2564
2378_01,2,0,699,2,27,0,343,0,706,0,0,1927
2378_02,2,1,1907,2,5,0,0,0,0,0,0,3027
2380_01,1,0,13,2,32,0,0,3561,45,1552,7161,2038
2380_02,1,1,13,0,38,0,0,0,0,303,0,134
2381_01,0,1,2841,1,21,0,0,0,0,0,0,2025
2383_01,0,0,2843,1,23,0,169,5,0,371,1235,1337
2383_02,0,0,2843,2,34,0,874,0,0,30,4,2679
2386_01,2,1,1929,2,28,0,0,0,177,0,0,1064
2388_01,0,0,2844,2,23,0,101,0,770,917,0,2425
2388_02,0,1,2844,2,14,0,0,0,0,0,0,1366
2393_01,0,0,1909,2,60,0,858,0,4,2,0,3261
2394_01,0,1,2845,1,78,0,0,0,0,0,0,629
2394_02,0,1,2845,0,6,0,0,0,0,0,0,2932
2394_03,0,0,1910,0,17,0,0,13,395,161,307,3413
2400_01,0,0,1932,0,41,0,574,173,0,2,0,116
2405_01,0,0,1911,1,40,0,2,10,0,14,657,1463
2407_01,1,0,451,0,47,0,0,0,0,0,0,399
2408_01,0,0,2846,2,23,0,62,0,0,0,643,1080
2415_01,0,0,1934,2,41,0,98,2634,0,3,0,1075
2418_01,0,0,685,2,60,0,0,0,2,24,1593,1381
2420_01,0,0,2848,2,46,0,611,0,296,0,0,2389
2422_01,1,0,254,0,19,0,0,799,0,38,15125,566
2422_02,1,1,254,0,18,0,0,0,0,0,0,53
2425_01,0,1,2850,2,0,0,0,0,177,0,0,3233
2425_02,0,0,2850,1,28,0,0,439,1059,8,83,3883
2425_03,0,0,1936,2,30,0,0,1307,848,246,0,3295
2425_04,0,0,2850,0,9,0,0,0,0,0,0,1330
2425_05,0,1,2691,2,0,0,0,0,0,0,0,944
2425_06,0,1,2850,2,4,0,0,0,0,0,0,2362
2428_01,0,0,1938,1,22,0,470,439,67,16,0,631
2430_01,0,1,2849,2,32,0,0,0,0,0,0,1059
2430_02,0,0,2849,2,7,0,0,0,0,0,0,500
2430_03,0,0,2849,2,19,0,785,0,0,0,0,3334
2434_01,0,1,2851,2,34,0,0,0,0,0,0,2699
2434_02,0,0,1941,2,24,0,17,458,0,0,227,3609
2437_01,0,0,1943,2,17,0,12,0,0,260,2358,2528
2440_01,0,0,2852,2,31,0,25,1,740,0,0,2396
2447_01,0,0,1912,2,42,0,549,439,2,252,0,861
2448_01,1,1,239,0,14,0,0,0,0,0,0,3080
2448_02,1,1,239,0,27,0,0,0,0,0,0,3515
2450_01,0,0,1948,2,21,0,0,0,19,52,2006,836
2459_01,0,1,2856,0,24,0,0,0,0,0,0,3949
2464_01,2,0,688,2,34,0,2138,138,31,303,40,744
2465_01,2,0,639,0,35,0,667,0,387,0,0,923
2468_01,1,1,704,0,43,0,0,0,0,0,0,3458
2469_01,2,1,1915,2,25,0,0,0,0,0,0,1011
2469_02,2,0,1915,2,19,0,278,0,311,560,0,2756
2473_01,0,0,1916,2,25,0,0,0,3,867,0,4089
2481_01,0,1,2855,0,22,0,0,0,0,0,0,238
2481_02,0,0,2691,2,23,0,460,182,40,40,65,1817
2482_01,1,0,641,0,42,0,3,2477,0,1585,1765,2754
2482_02,1,0,641,0,40,0,33,3030,0,3588,377,2412
2484_01,2,1,1919,2,71,0,0,0,177,0,0,1401
2484_02,2,0,1919,2,18,0,572,0,21,441,5,844
2485_01,2,0,705,2,34,1,617,0,478,0,203,4161
2487_01,2,0,1952,2,4,0,0,439,0,0,0,1866
2487_02,2,1,1952,2,18,0,0,0,0,0,0,2492
2487_03,2,0,636,2,22,0,1938,475,165,0,0,455
2490_01,0,0,1921,2,38,0,41,0,19,57,685,819
2493_01,1,0,452,0,33,0,1,439,0,0,6031,4117
2493_02,1,0,452,1,27,1,0,11984,1610,709,19086,2625
2494_01,1,1,256,2,18,0,0,0,0,0,0,3497
2494_02,1,0,256,0,34,0,65,1612,0,5831,631,4050
2495_01,0,0,2857,0,66,0,595,0,0,33,0,557
2501_01,1,1,454,2,47,0,0,439,177,0,0,557
2504_01,0,0,1924,2,35,0,127,629,59,86,0,2873
2507_01,0,1,2858,2,23,0,0,0,0,0,0,2178
2511_01,0,0,1953,2,36,0,59,59,850,0,2,2175
2514_01,0,0,2691,2,36,0,3,755,0,33,0,1970
2517_01,2,1,1925,2,35,0,0,0,0,0,0,2787
2525_01,0,0,1928,2,15,0,756,3,43,30,45,2474
2529_01,1,0,453,2,39,1,381,1222,1104,121,2827,2859
2533_01,0,0,2859,0,48,0,283,0,3,0,106,1888
2536_01,2,1,1931,2,47,0,0,0,0,0,0,1897
2538_01,1,1,241,0,21,0,219,0,0,0,0,3448
2538_02,1,1,241,2,31,0,0,0,0,0,0,4107
2539_01,0,0,2691,2,13,0,0,956,22,41,0,1586
2543_01,0,0,1956,2,32,0,0,1010,0,0,0,1605
2554_01,0,0,1933,1,22,0,0,1185,3,0,311,1717
2556_01,2,1,1957,0,40,0,0,0,0,0,0,2841
2563_01,0,1,2860,2,15,0,0,0,0,0,0,1681
2566_01,0,0,2862,2,33,0,878,10,0,0,0,589
2567_01,2,1,708,2,28,0,0,0,0,0,0,846
2567_02,2,1,1935,2,17,0,0,0,0,0,0,1946
2568_01,0,0,1937,2,20,0,0,636,0,4,0,2825
2569_01,0,0,1960,2,42,0,0,592,112,0,0,289
2570_01,0,1,2864,2,18,0,0,0,0,0,0,1573
2575_01,2,0,1961,0,27,0,824,0,5649,133,0,4083
2576_01,2,1,1939,2,32,0,0,0,0,0,311,4126
2577_01,0,1,2863,2,19,0,0,0,0,0,0,783
2577_02,0,1,2863,2,9,0,0,0,0,0,0,2124
2579_01,2,0,1963,2,36,0,904,49,123,199,72,1955
2583_01,0,1,2867,2,21,0,0,0,0,0,0,3955
2585_01,1,1,245,2,40,0,0,0,0,0,0,3069
2586_01,0,1,2869,2,42,0,219,0,0,0,0,4101
2587_01,2,1,1965,2,40,0,0,0,0,0,0,3806
2587_02,2,1,1965,2,22,0,0,0,0,0,0,1928
2600_01,2,0,694,2,15,0,81,0,2267,0,0,3831
2603_01,0,1,2865,2,38,0,0,0,0,0,0,1818
2603_02,0,0,1942,0,15,0,0,156,699,45,0,777
2604_01,0,1,2871,1,24,0,0,0,0,0,0,3815
2608_01,0,1,2866,2,22,0,0,0,0,0,0,1834
2610_01,0,0,1944,2,24,0,2469,0,0,0,56,2799
2611_01,0,0,2868,2,25,0,5,524,267,0,982,1490
2612_01,0,0,1967,2,22,0,644,2,0,83,0,1898
2613_01,0,0,1968,2,57,0,4,0,702,37,0,2240
2614_01,2,0,1945,2,25,0,938,0,206,0,289,1016
2615_01,0,0,1969,2,21,0,0,0,1352,0,182,660
2620_01,0,1,2872,0,41,0,0,0,0,0,0,2803
2621_01,1,0,457,0,27,0,11567,246,0,5957,496,206
2623_01,0,0,1946,2,18,0,419,134,0,311,0,2733
2630_01,0,0,1947,2,61,0,1,0,328,241,873,2927
2630_02,0,1,2870,2,9,0,0,0,0,0,0,4094
2630_03,0,0,2870,2,1,0,0,0,0,0,0,3481
2632_01,0,0,1972,2,27,0,0,196,7,0,1325,3162
2637_01,0,0,2691,2,20,0,0,0,0,631,350,2171
2637_02,0,1,2875,1,2,0,0,0,0,0,0,1591
2637_03,0,0,2875,2,0,0,0,0,0,0,0,2882
2639_01,2,1,1949,2,25,0,0,0,0,0,0,1692
2644_01,0,0,1951,2,22,0,2,12,0,630,59,1585
2653_01,2,0,1973,2,32,1,733,11,1819,34,1,981
2654_01,2,0,644,2,28,0,1,439,195,62,2406,3627
2656_01,1,1,459,2,43,0,0,0,0,0,0,126
2665_01,1,0,455,0,28,0,0,774,2760,4171,118,113
2667_01,1,1,62,0,32,0,0,0,0,0,0,2004
2667_02,1,0,62,2,54,0,0,373,177,400,3217,782
2667_03,1,0,62,2,27,0,0,0,0,6,3223,3193
2667_04,1,1,62,2,30,0,0,0,0,0,0,642
2667_05,1,1,62,0,25,0,0,0,0,0,0,1239
2669_01,2,0,1978,2,39,0,1236,0,849,303,0,1008
2673_01,0,0,2878,2,14,0,100,3821,133,116,8,786
2674_01,0,0,2873,2,8,0,0,0,0,0,0,3414
2674_02,0,0,2873,2,22,0,0,75,688,42,3,1838
2680_01,1,0,249,2,27,0,0,263,1,8580,0,557
2681_01,0,1,2874,1,43,0,0,0,0,0,0,753
2686_01,0,0,1954,2,16,0,2730,397,0,0,56,1129
2689_01,0,0,2880,2,40,0,4,439,0,1759,0,3705
2694_01,1,1,250,2,48,0,0,0,0,0,0,2578
2694_02,1,0,456,2,25,0,0,10754,3,345,478,3057
2696_01,1,0,461,2,29,0,0,2074,0,6,320,196
2699_01,0,0,1955,1,60,0,0,245,0,985,0,3432
2705_01,0,1,2877,2,22,0,0,0,0,0,0,2095
2710_01,1,1,64,0,37,0,0,0,177,0,0,330
2710_02,1,1,64,0,35,0,0,0,0,303,0,2938
2711_01,2,0,1982,2,23,0,855,1296,3765,0,0,1234
2715_01,2,0,696,2,24,0,671,0,344,0,6,1520
2715_02,2,0,1984,2,15,0,1416,0,1184,3,0,3090
2716_01,1,0,638,2,18,0,0,439,0,1685,311,2587
2716_02,1,1,638,0,14,0,0,0,0,0,0,2849
2719_01,2,0,648,2,39,0,2194,1034,21,0,0,2865
2719_02,2,1,1958,2,12,0,0,0,0,0,0,3500
2719_03,2,0,1958,2,43,0,1259,0,0,963,0,1853
2728_01,2,0,1959,2,45,0,16,0,1103,303,0,3847
2731_01,0,1,2879,2,24,0,0,0,0,0,0,3329
2733_01,0,0,1986,2,52,0,0,295,0,303,233,4109
2735_01,0,0,2885,2,18,0,798,2,0,8,0,2070
2742_01,0,1,2881,1,38,0,0,0,0,0,0,1409
2744_01,0,0,2887,0,29,0,0,765,3,14,1,2174
2749_01,0,1,2882,2,28,0,0,0,0,0,0,2498
2757_01,0,0,2888,2,19,0,0,0,0,802,7,2593
2761_01,0,0,1964,1,45,0,3,31,60,515,0,3285
2761_02,0,0,1964,2,27,0,0,0,1388,0,15,2057
2766_01,0,1,2884,0,15,0,0,0,0,0,0,1292
2767_01,0,0,2886,2,22,0,0,130,39,457,0,1603
2771_01,0,0,1993,2,23,0,0,102,0,0,587,1994
2775_01,1,0,261,2,32,0,0,442,0,1700,315,2967
2776_01,0,0,2889,2,15,0,0,34,861,0,47,96
2777_01,1,1,16,2,30,1,0,0,0,0,0,2937
2779_01,0,0,1994,2,60,0,454,1,91,1,227,504
2782_01,0,0,1966,2,50,0,0,104,6,1940,1,4110
2791_01,0,0,2891,2,45,0,545,63,38,3,369,3700
2794_01,2,0,702,2,24,0,915,0,67,0,67,3596
2794_02,2,0,1995,2,22,0,842,439,431,52,0,3034
2794_03,2,0,1995,2,20,0,1,0,2638,0,0,1187
2794_04,2,1,1995,0,19,0,0,0,0,0,0,3827
2794_05,2,0,1995,2,40,0,203,2,112,0,1065,3106
2794_06,2,1,1995,2,14,0,0,0,0,0,0,3875
2794_07,2,1,1995,2,18,0,0,0,0,0,0,1190
2800_01,2,1,714,0,20,0,0,0,0,0,0,3636
2803_01,1,1,640,2,35,0,0,0,0,0,0,428
2804_01,0,1,2890,2,24,0,0,0,0,0,0,2813
2808_01,1,1,458,0,30,0,0,0,0,0,0,4056
2808_02,1,0,458,2,44,0,0,9662,0,1,1260,200
2815_01,0,0,703,2,42,0,0,0,85,0,703,3313
2815_02,0,1,2894,2,3,0,0,0,0,0,0,1065
2815_03,0,0,2000,2,19,0,6,697,0,0,0,941
2816_01,1,1,642,2,69,0,0,0,0,0,0,3649
2827_01,0,1,2892,0,50,0,0,0,0,0,0,169
2828_01,0,0,2895,1,15,0,144,0,0,6,379,2046
2829_01,0,1,2896,2,18,0,0,0,0,0,0,4005
2830_01,0,1,2897,1,25,0,0,0,0,0,0,34
2833_01,0,1,2898,1,15,0,0,0,0,0,0,2488
2836_01,1,0,265,0,62,0,0,9724,0,47,14,3774
2841_01,0,0,2003,2,19,0,0,9,0,1118,0,90
2842_01,0,1,2899,2,29,0,0,0,0,0,0,2021
2844_01,0,0,1970,0,28,0,16,0,0,303,1317,3738
2845_01,1,1,460,0,25,0,0,0,0,0,0,3692
2845_02,1,1,460,2,22,0,0,0,0,0,0,425
2848_01,1,1,18,2,35,0,0,0,0,0,0,1997
2848_02,1,1,18,2,61,0,0,0,0,0,0,2905
2848_03,1,1,18,0,26,0,0,0,0,0,0,3768
2849_01,0,0,2691,2,19,0,0,0,0,0,1201,1505
2850_01,2,0,1971,2,2,0,0,0,0,0,0,1758
2850_02,2,1,1971,2,0,0,0,0,0,0,0,1640
2850_03,2,0,715,2,26,0,1208,90,1,0,0,3527
2850_04,2,1,1971,2,6,0,0,0,0,0,0,1958
2851_01,0,0,2005,0,23,0,5,0,0,49,668,2061
2855_01,0,1,643,0,50,0,0,0,0,0,0,1246
2864_01,2,0,1974,2,18,0,2366,0,238,0,0,2040
2868_01,0,1,2893,2,7,0,0,0,0,0,0,2104
2868_02,0,1,2893,2,3,0,0,0,0,0,0,3346
2868_03,0,0,2893,2,3,0,0,0,0,0,0,1179
2868_04,0,0,2893,2,37,0,0,0,1631,0,75,1972
2874_01,0,0,706,2,25,0,219,5,12,978,0,1355
2879_01,0,0,2008,2,22,0,0,439,0,0,1128,2801
2885_01,2,0,1975,2,20,0,91,0,10,1187,0,2470
2886_01,2,0,2010,2,32,0,2436,0,18,9,0,1542
2889_01,0,0,717,2,34,0,0,0,573,214,0,1528
2895_01,1,1,269,0,47,0,0,0,0,0,0,3060
2896_01,0,0,1977,2,23,0,11,0,0,0,1281,904
2898_01,1,0,252,2,22,0,0,4313,0,0,25,2577
2898_02,1,1,252,2,35,0,0,0,0,0,0,392
2903_01,0,0,2903,1,18,0,33,1352,38,0,311,557
2904_01,1,0,462,2,36,0,86,290,2271,2184,91,390
2904_02,1,1,462,2,32,0,0,0,0,0,0,2533
2911_01,0,1,2900,2,29,0,0,0,0,0,0,766
2914_01,1,1,253,2,19,0,0,0,0,0,0,3385
2915_01,2,1,1979,2,45,0,0,0,0,0,0,4044
2916_01,2,1,2014,2,29,0,0,0,0,0,0,2639
2917_01,0,0,2016,2,14,0,890,0,75,0,0,2635
2918_01,1,0,66,0,22,0,0,562,0,0,3808,1610
2921_01,0,0,2018,2,31,0,0,0,0,234,572,965
2922_01,2,0,2019,2,25,0,1,72,1202,33,0,3892
2923_01,0,0,2901,2,15,0,19,3673,173,0,314,2377
2924_01,2,0,1980,2,28,0,2521,0,303,8,0,931
2931_01,0,1,2904,2,34,0,0,0,0,0,0,1438
2931_02,0,0,2022,2,28,0,743,27,10,0,17,279
2932_01,1,1,67,2,45,0,0,0,0,0,0,3706
2933_01,0,0,2024,2,44,0,0,72,0,665,0,704
2937_01,0,0,2025,2,22,0,0,1,177,237,620,1632
2939_01,0,0,2905,2,48,0,0,0,889,0,0,2934
2946_01,0,0,2027,2,25,0,1722,906,0,0,1,2081
2946_02,0,0,2907,2,24,0,646,202,0,3,2,3840
2946_03,0,0,2907,2,20,0,0,822,0,65,0,2230
2946_04,0,0,2907,2,46,0,0,7,327,0,508,2427
2947_01,0,1,2908,2,40,0,0,0,0,0,0,699
2951_01,0,0,2910,1,26,0,368,0,177,406,0,2195
2952_01,0,0,2029,0,56,0,0,88,0,882,207,3484
2955_01,0,0,1983,2,37,0,262,380,0,39,766,2737
2957_01,0,1,2911,2,35,0,0,0,0,0,0,1295
2963_01,0,0,2902,2,15,0,152,630,124,1,0,2881
2967_01,0,0,2034,2,21,0,0,934,0,303,0,3257
2973_01,0,0,718,2,24,0,0,2,70,707,7,2692
2974_01,0,0,2035,0,30,0,0,137,15,0,1292,2267
2976_01,1,1,68,0,34,0,0,0,0,0,0,2221
2976_02,1,1,68,0,16,0,0,0,0,0,0,3767
2976_03,1,1,68,0,55,0,0,0,0,0,0,3380
2976_04,1,0,68,0,27,0,0,49,77,2427,3590,827
2977_01,0,0,2036,2,44,0,48,207,10,443,2,2378
2977_02,0,0,2036,2,17,0,75,0,816,0,265,1270
2977_03,0,0,2036,1,17,0,546,0,0,0,203,1407
2978_01,2,0,1985,2,36,0,3,0,345,1,960,2407
2980_01,0,0,1987,2,18,0,0,0,111,451,82,1631
2981_01,0,1,2914,1,14,0,0,0,0,0,0,1549
2985_01,0,0,1988,2,21,0,0,680,0,0,13,3788
2987_01,0,0,709,0,26,0,783,40,77,6,0,2404
2989_01,0,0,1989,2,29,0,1,395,0,240,12,2649
2991_01,2,0,1990,2,21,0,1214,0,88,1296,0,697
2997_01,1,1,255,0,25,0,0,0,0,0,0,3730
2997_02,1,0,255,2,27,0,0,4,549,2928,354,129
2997_03,1,0,255,0,25,0,0,2037,2,0,2166,398
2997_04,1,1,255,2,43,0,0,0,0,0,0,831
2999_01,2,0,646,2,35,0,1228,0,1923,19,2,890
3002_01,0,0,2038,1,21,0,0,0,0,95,642,810
3007_01,0,0,2916,2,23,0,1,0,0,445,0,823
3008_01,1,1,647,0,17,0,0,0,177,303,0,256
3008_02,0,0,647,2,21,0,0,844,36,2051,3178,1644
3008_03,1,1,647,2,21,0,0,0,0,0,0,1332
3008_04,1,0,647,2,39,0,0,2061,18,443,157,76
3008_05,1,1,647,0,22,0,0,0,0,0,0,1031
3008_06,1,1,647,0,40,0,0,0,0,0,0,3620
3011_01,0,1,2917,2,25,0,0,0,0,0,0,2382
3016_01,0,0,2920,2,6,0,0,0,0,0,0,2807
3016_02,0,1,2920,2,1,0,0,0,0,0,0,3077
3016_03,0,1,2920,2,1,0,0,0,0,0,0,726
3016_04,0,0,710,2,20,0,768,439,0,0,3,138
3017_01,0,0,2921,2,17,0,0,4738,188,0,311,3792
3028_01,0,1,2923,2,22,0,0,0,0,0,0,2652
3031_01,2,1,2042,0,18,0,0,0,0,0,0,2797
3035_01,2,0,711,2,49,0,0,0,0,0,0,3155
3037_01,1,1,262,0,27,0,0,0,0,0,0,201
3037_02,1,1,262,2,40,0,0,0,0,0,0,3722
3041_01,0,0,712,2,22,0,1,0,55,183,552,2748
3043_01,2,0,2044,2,55,0,174,0,958,84,0,3897
3046_01,0,0,649,2,45,0,0,2203,0,895,0,2921
3049_01,0,0,2924,2,33,0,1726,0,2,0,50,911
3051_01,0,0,2926,2,42,0,56,3,0,1771,514,5
3052_01,1,0,270,2,27,0,0,351,0,3829,76,3725
3056_01,0,1,2927,2,16,0,0,0,0,0,0,693
3057_01,2,0,1998,2,23,0,219,0,178,0,0,3145
3058_01,0,0,2909,2,31,0,885,0,0,0,22,118
3059_01,1,1,61,2,62,0,0,0,0,0,0,416
3069_01,0,0,1999,1,43,0,472,52,160,0,0,963
3072_01,2,1,2046,0,57,0,0,0,0,0,0,1812
3074_01,0,0,2001,1,23,0,0,0,1342,7,0,3912
3075_01,0,0,2049,0,20,0,107,476,982,20,0,221
3077_01,1,1,70,0,21,0,0,0,0,0,0,2850
3077_02,1,1,70,0,27,0,0,0,0,0,0,1706
3078_01,1,0,272,0,31,0,0,573,0,15733,32,855
3078_02,1,0,272,2,31,1,0,998,103,15255,432,450
3078_03,1,1,272,2,24,0,0,0,0,0,0,3067
3078_04,1,0,272,2,27,0,0,2995,0,5534,4484,130
3086_01,0,0,2050,2,28,0,0,488,307,9,0,2274
3089_01,2,1,723,2,44,0,0,0,0,0,0,158
3094_01,0,1,2912,2,19,0,0,0,0,0,0,3854
3097_01,2,1,2051,2,14,0,0,0,0,0,311,3247
3098_01,0,0,716,2,65,0,19,33,168,62,1387,2610
3101_01,2,0,465,2,73,0,1858,0,382,8,329,900
3105_01,1,1,263,2,29,0,0,0,0,0,0,793
3105_02,1,0,263,2,25,0,0,4827,0,75,1919,2600
3105_03,1,1,263,2,29,0,0,0,0,0,0,354
3106_01,0,0,2002,2,34,0,2,768,8,0,0,2368
3107_01,0,1,2913,2,63,0,0,0,0,303,0,157
3108_01,0,1,2936,2,53,0,0,0,0,0,0,1630
3109_01,0,0,2915,2,18,0,2,807,0,0,0,2263
3115_01,0,1,2918,1,40,0,0,0,0,0,0,2450
3122_01,2,0,650,2,28,0,783,439,274,0,0,557
3122_02,2,0,2054,2,45,0,951,93,0,0,194,507
3125_01,2,0,651,2,32,0,3337,6,1,0,0,2788
3125_02,0,0,651,0,19,0,24,0,1,1742,0,883
3127_01,1,1,264,0,65,0,0,0,0,0,0,445
3129_01,0,0,725,2,20,0,0,0,977,0,4,1268
3135_01,0,0,2055,0,18,0,298,0,0,342,0,1043
3137_01,0,1,2057,1,18,0,0,0,0,0,0,634
3139_01,0,0,2004,2,58,0,0,439,0,0,208,1446
3141_01,2,1,2006,2,25,0,0,0,0,0,0,1694
3144_01,0,0,2007,2,13,0,0,6,316,401,0,3467
3146_01,0,0,2060,1,29,0,208,594,0,0,473,557
3148_01,0,0,2009,2,22,0,0,902,2,0,0,2740
3148_02,0,0,2922,2,22,0,0,0,0,381,403,3804
3150_01,0,0,2925,2,10,0,0,0,177,0,0,2875
3151_01,1,1,266,0,14,0,0,0,0,0,0,3109
3153_01,0,0,2928,2,44,0,126,0,4,655,0,1926
3153_02,0,1,2928,0,10,0,0,0,0,0,0,381
3154_01,0,1,2929,2,37,0,0,0,0,0,0,2390
3155_01,1,1,63,0,37,0,0,0,0,0,0,184
3155_02,1,0,63,0,44,0,0,4701,4,1,1133,557
3156_01,0,0,2930,1,42,0,854,25,177,11,0,236
3157_01,2,0,2691,2,18,0,966,0,271,106,218,1961
3160_01,2,0,2062,2,34,0,1768,0,177,0,0,3632
3165_01,0,0,2011,2,15,0,193,84,0,592,6,174
3167_01,0,0,2939,2,36,0,0,1,1001,0,16,4069
3170_01,0,1,2933,2,27,0,0,0,0,0,0,2633
3173_01,0,1,2934,2,33,0,0,0,0,0,0,3025
3177_01,0,0,2068,2,27,0,0,261,0,9,551,3250
3178_01,2,1,2069,2,22,0,0,0,0,0,0,3635
3183_01,0,0,2940,2,19,0,273,566,0,68,0,2445
3186_01,2,1,2071,2,18,0,0,0,0,0,0,557
3187_01,1,0,11,0,31,0,45,3150,0,1656,0,2775
3190_01,2,0,2013,2,41,0,25,0,84,0,1239,546
3190_02,2,1,729,2,48,0,0,0,0,0,0,771
3194_01,0,0,2935,2,23,0,0,138,0,303,45,3316
3198_01,2,0,2015,2,29,0,168,2,45,2405,3,1017
3199_01,1,0,267,2,38,0,320,4398,0,250,137,1802
3202_01,0,0,2941,1,21,0,0,1,673,24,1,2300
3207_01,0,0,2075,1,20,0,2,0,1008,1090,1,2554
3208_01,1,0,3264,2,27,0,0,11293,0,297,4736,3775
3214_01,2,1,2017,2,33,0,0,0,0,0,0,4001
3222_01,0,0,2937,2,24,0,684,87,0,0,0,557
3226_01,2,1,2020,2,23,0,0,0,0,0,0,3154
3228_01,2,0,466,0,22,0,2545,0,460,7,0,714
3231_01,0,1,2938,0,13,0,0,0,0,0,0,2143
3233_01,0,0,2077,0,24,0,0,981,156,14,0,3886
3234_01,0,0,719,2,32,0,26,0,129,0,712,1096
3242_01,2,0,722,2,17,0,33,8,199,0,808,393
3244_01,1,1,20,2,28,0,0,0,0,0,0,3488
3244_02,1,1,20,2,46,0,0,0,0,0,0,3489
3244_03,1,1,20,0,18,0,0,0,0,0,0,3716
3245_01,0,0,2021,2,24,0,26,0,676,121,0,765
3245_02,0,0,2021,2,20,0,0,0,243,21,2149,4003
3246_01,0,0,2023,2,17,0,0,880,0,0,44,1819
3249_01,0,0,2079,2,44,0,0,0,0,0,803,2170
3249_02,0,0,2947,1,34,0,1,874,0,51,0,2395
3250_01,0,0,2080,1,19,0,149,0,37,173,308,593
3251_01,0,0,2082,2,28,0,0,0,1,0,739,2107
3257_01,2,1,2026,2,29,0,0,0,0,0,311,3995
3261_01,1,0,268,0,57,0,0,6290,0,5156,0,2854
3263_01,2,1,2028,2,34,0,0,0,0,303,0,2812
3264_01,2,0,733,2,18,0,1454,15,117,0,0,3993
3265_01,1,0,71,2,28,1,59,152,0,23,3656,3717
3265_02,1,0,71,0,6,0,0,0,0,0,0,1157
3265_03,1,1,71,0,53,0,0,0,0,0,0,195
3265_04,1,0,71,2,6,0,0,0,0,0,0,203
3266_01,2,0,2084,2,33,0,162,354,149,57,0,948
