PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2144_01,0,1,6156,2,56,0,0,0,0,0,0,3807,0
2145_01,0,0,3739,2,15,0,0,951,128,0,0,4575,0
2147_01,2,0,1488,2,29,0,1146,0,47,0,105,1735,1
2148_01,0,0,3731,2,13,0,579,226,61,1,7,2693,0
2149_01,1,1,582,2,18,0,0,0,0,0,0,456,1
2150_01,0,1,5580,1,38,0,0,0,0,0,0,8105,0
2152_01,0,0,3741,2,45,0,2138,0,0,659,0,2902,0
2153_01,0,1,5581,2,21,0,0,0,0,0,305,467,0
2154_01,0,0,5583,2,19,0,78,0,0,550,0,6546,0
2156_01,0,0,3733,2,49,0,651,25,0,849,2,7876,0
2158_01,0,0,3736,2,21,0,0,820,0,45,0,4486,1
2159_01,0,0,3738,2,18,0,0,402,2027,0,0,3826,1
2161_01,2,1,3744,2,43,0,0,0,0,0,0,6342,1
2162_01,2,1,3740,1,27,0,0,0,0,0,0,6452,1
2162_02,2,0,3740,2,0,0,0,0,0,0,0,3909,1
2163_01,0,0,5585,2,27,0,0,0,6,745,22,61,0
2164_01,1,1,547,2,21,0,0,0,0,0,0,1978,1
2167_01,0,0,3748,1,20,0,38,220,495,0,305,8228,0
2168_01,2,1,3742,2,35,0,0,0,0,0,0,3085,1
2168_02,2,0,3742,2,20,0,212,0,991,0,13,3457,0
2171_01,0,0,3751,2,24,0,388,0,7,409,0,6970,0
2171_02,0,0,5588,2,41,0,2,0,551,5577,68,4572,0
2172_01,0,0,5582,1,23,0,0,774,0,0,0,1031,1
2173_01,0,1,5589,1,27,0,0,0,0,0,0,8032,1
2175_01,0,1,5584,0,58,0,0,0,0,0,0,3170,1
2177_01,2,1,3754,2,53,0,0,0,0,311,0,1827,1
2179_01,1,0,1008,2,30,0,437,3585,0,4488,281,2740,0
2180_01,0,0,3743,0,24,0,1,0,0,318,247,1929,0
2182_01,1,0,549,2,31,0,46,1935,0,995,1254,7937,0
2183_01,2,0,3745,1,46,0,607,0,41,334,251,1682,0
2183_02,2,0,3745,2,20,0,938,59,31,12,0,6366,0
2186_01,0,1,5587,2,20,0,0,0,0,0,0,4108,0
2187_01,0,0,3756,2,30,0,0,236,0,1149,0,3745,0
2188_01,0,0,3758,0,24,0,0,421,0,207,63,6072,0
2189_01,0,0,5591,2,34,0,0,0,0,628,0,5915,0
2190_01,0,0,3747,2,20,0,1750,0,446,0,76,336,0
2191_01,2,1,3749,2,48,0,0,0,0,0,0,948,1
2193_01,0,0,3760,1,25,0,0,0,619,0,70,4589,0
2194_01,0,1,5590,2,43,0,0,0,0,0,0,2090,0
2195_01,0,0,3764,2,27,0,0,280,119,646,5,5844,1
2196_01,1,0,551,2,47,0,225,32,0,4027,1440,5771,0
2196_02,1,0,551,0,26,0,26,4587,0,102,0,8461,1
2196_03,1,1,551,2,37,0,0,0,0,0,0,3268,1
2196_04,1,0,551,0,42,0,0,1180,0,2677,283,410,0
2198_01,0,0,1490,0,61,0,0,654,902,0,68,4403,1
2200_01,2,0,3766,2,29,0,1443,1108,47,0,0,3538,0
2201_01,1,0,1369,0,32,0,0,1968,13,1051,305,7358,1
2202_01,2,0,3768,2,51,0,1671,0,17,0,0,7317,0
2203_01,2,0,1371,2,43,0,2019,0,560,0,0,3577,0
2204_01,1,1,585,0,25,0,0,0,0,0,0,7484,1
2205_01,0,0,1491,2,31,0,0,0,187,602,0,1310,0
2206_01,0,0,3750,1,13,0,0,14,857,0,72,2679,0
2207_01,0,0,5592,2,20,0,546,0,228,0,0,553,0
2209_01,0,0,3752,2,29,0,1356,20,0,13,0,414,0
2210_01,0,1,5594,2,16,0,0,0,0,0,0,3818,0
2211_01,0,0,3753,2,15,0,0,2347,0,380,0,495,1
2212_01,0,0,3769,2,50,0,0,5,0,2170,0,2511,0
2215_01,1,0,39,0,41,1,0,29813,0,1257,6,6393,1
2215_02,1,0,39,2,43,0,2,2229,33,6,198,414,1
2215_03,1,1,39,2,32,0,0,0,0,0,0,3492,1
2215_04,1,0,39,2,36,0,0,3206,0,698,72,6495,0
2219_01,0,1,6156,0,18,0,0,0,0,0,0,5565,1
2220_01,0,0,5596,2,47,0,0,0,880,0,2,6460,1
2221_01,0,1,5593,1,29,0,0,0,0,0,0,563,1
2223_01,0,0,5597,2,29,0,0,86,0,252,570,3370,0
2224_01,0,0,3755,2,14,0,0,600,0,204,0,2246,1
2225_01,0,1,5595,1,25,0,0,0,0,0,0,8307,0
2228_01,2,0,1493,2,63,0,1172,0,1,311,0,958,0
2229_01,0,0,3757,2,22,0,48,329,182,26,154,3992,0
2231_01,2,0,1495,2,32,0,2,416,26,510,0,3932,0
2232_01,0,0,3759,0,31,0,0,14,671,1,3,2828,0
2232_02,0,0,3759,2,24,0,0,1220,0,140,0,71,0
2233_01,0,0,5598,2,39,0,9,18,0,2,878,5904,0
2234_01,2,1,3771,0,20,0,0,0,0,0,0,5951,1
2234_02,2,1,3771,0,20,0,0,0,0,0,0,6582,1
2234_03,2,0,1459,2,19,0,0,0,0,0,0,668,0
2234_04,2,0,1459,0,20,0,552,8,1348,5,305,4306,0
2234_05,2,0,1355,2,31,0,21,0,1031,0,305,1400,0
2234_06,2,1,3771,0,17,0,0,0,0,0,0,7087,1
2234_07,2,0,3771,2,24,0,2538,0,61,0,0,7378,0
2235_01,0,0,3773,2,27,0,203,539,0,0,0,2655,0
2237_01,1,0,1012,0,28,0,0,162,741,3733,99,7109,1
2237_02,1,1,1012,2,41,0,0,0,0,0,0,6747,1
2238_01,1,1,40,0,25,0,0,0,0,0,0,8147,1
2239_01,0,0,3761,1,26,0,93,0,469,0,0,4657,1
2241_01,0,0,3778,2,27,0,485,1109,921,0,1,4158,0
2243_01,0,0,5603,2,22,0,38,483,80,47,121,7700,1
2251_01,1,0,42,0,62,0,320,1179,756,4996,85,8380,0
2251_02,1,0,42,2,58,0,2,1,14,2,1153,8428,0
2252_01,0,0,5605,2,37,0,0,1368,0,311,960,2856,0
2253_01,0,0,5599,2,54,0,701,32,171,8,0,1712,0
2254_01,0,0,3781,2,26,0,0,10,0,702,1,1148,0
2255_01,1,1,999,0,44,0,0,0,0,0,0,7425,1
2255_02,1,1,999,2,34,0,0,0,0,0,0,6304,1
2256_01,0,1,5602,2,47,0,0,0,0,0,0,5,1
2257_01,1,0,1001,2,27,1,0,3341,174,80,654,844,1
2257_02,1,1,553,0,22,0,0,0,0,0,0,5866,1
2258_01,0,1,5606,2,46,0,225,0,0,0,0,309,1
2261_01,0,0,3765,2,29,0,0,0,885,0,0,5566,1
2262_01,0,0,5607,0,43,0,485,4,136,48,0,1820,0
2263_01,0,0,3783,2,42,0,0,0,32,772,0,547,0
2264_01,0,0,3767,2,39,0,0,0,13,0,868,4814,1
2266_01,2,0,3784,2,30,0,616,0,185,210,475,2425,0
2267_01,2,0,1499,2,43,0,2318,0,647,81,0,3519,1
2268_01,0,1,5609,2,19,0,0,0,0,0,0,1434,0
2269_01,2,1,3786,2,26,0,0,0,0,0,0,6088,1
2270_01,2,0,3787,2,46,0,171,0,1257,5,0,7195,1
2272_01,0,0,5610,2,3,0,0,0,0,0,0,414,1
2272_02,0,1,6156,0,21,0,0,0,0,0,0,5445,1
2272_03,0,0,5610,2,1,0,0,0,0,0,0,6604,1
2273_01,0,0,1500,2,22,0,0,0,0,10,778,7721,0
2274_01,1,1,1004,0,27,0,0,0,0,0,0,409,1
2274_02,1,1,1004,0,28,0,0,0,0,0,0,5607,1
2275_01,2,0,3791,1,36,0,241,0,670,0,0,5734,0
2277_01,0,0,5604,2,19,0,26,313,470,0,0,2275,0
2278_01,1,1,1007,0,18,0,0,0,174,0,0,3241,1
2279_01,1,0,586,0,47,0,0,140,174,85,3970,891,0
2280_01,1,0,588,2,18,0,20,1064,0,0,11643,4919,0
2281_01,0,0,1462,2,6,0,0,0,0,0,0,6599,1
2282_01,0,0,3792,2,20,0,0,544,1,0,378,2704,0
2284_01,2,0,3794,2,18,0,262,302,1127,4225,0,6319,0
2287_01,0,0,3795,2,37,0,0,1,0,219,305,7013,0
2288_01,0,0,1502,2,22,0,12,746,802,58,0,2256,0
2289_01,2,0,3796,2,37,0,20,0,2559,20,0,3740,1
2291_01,0,0,5608,0,6,0,0,0,0,311,0,6141,0
2291_02,0,0,5608,2,36,0,3,0,435,8,277,5833,0
2291_03,0,0,3770,0,46,0,426,37,0,0,568,414,0
2295_01,0,0,3798,2,75,0,0,0,1224,311,1769,5464,0
2295_02,0,0,3798,2,37,0,0,8,70,360,258,4333,0
2296_01,0,1,5613,2,22,0,0,0,174,0,0,4660,1
2298_01,0,0,3800,1,33,0,270,412,1,311,5,7690,0
2299_01,2,0,3772,2,35,0,174,0,381,0,62,8170,0
2300_01,1,0,1009,0,19,0,0,458,0,0,8195,3272,0
2300_02,1,0,1009,0,34,0,0,22,174,3028,3768,690,0
2301_01,0,0,3774,2,23,0,1010,0,33,10,0,1890,1
2301_02,0,0,5611,0,37,0,1508,458,0,1,0,8251,0
2301_03,0,0,3774,0,24,0,1367,0,1,0,0,5342,0
2302_01,1,0,19,2,54,1,0,3381,0,4463,34,7293,0
2303_01,2,0,3802,0,52,0,1377,0,32,22,0,985,1
2305_01,0,1,5612,2,60,0,0,0,0,0,0,414,0
2306_01,1,0,1010,2,1,0,0,0,0,0,0,969,1
2306_02,1,0,1010,2,29,0,0,0,0,0,0,3428,1
2306_03,1,0,1010,2,22,0,0,297,3,676,2924,784,0
2306_04,1,0,1010,0,27,0,0,12077,0,75,0,4127,1
2306_05,1,1,1010,0,48,0,0,0,0,0,0,1297,1
2306_06,1,0,1010,0,47,0,1320,428,4,24,0,5162,0
2308_01,1,1,1373,2,25,0,0,0,0,0,0,6290,1
2308_02,1,0,1373,0,49,0,9,2426,95,1249,168,1120,0
2308_03,1,0,1373,2,33,0,0,2012,1,9124,4,785,0
2308_04,1,0,1373,2,67,0,0,4715,0,599,6,6316,1
2309_01,0,1,5618,1,5,0,0,0,0,0,0,3042,0
2310_01,1,1,1357,0,60,0,0,0,0,0,0,130,1
2310_02,1,1,1357,2,56,0,0,0,0,0,0,3281,1
2310_03,1,0,1357,2,59,0,0,2210,0,4085,11,2623,0
2310_04,1,1,1357,2,44,0,0,0,0,0,0,2769,1
2311_01,0,0,5620,2,33,0,0,763,1,66,84,2728,0
2312_01,0,1,5614,2,28,0,0,0,174,0,0,1157,0
2313_01,2,0,3804,2,29,0,1365,0,791,210,0,5025,0
2314_01,0,1,5617,2,13,0,0,0,0,0,0,7883,0
2315_01,1,1,554,0,34,0,0,0,0,0,0,5798,1
2316_01,0,1,5619,1,45,0,0,0,0,0,0,7021,1
2317_01,0,0,5621,2,39,0,0,454,0,454,0,6688,0
2318_01,0,0,3807,2,18,0,128,37,626,0,5,5004,0
2319_01,0,1,5622,1,57,0,0,0,0,0,0,2937,0
2320_01,0,0,3777,0,29,0,0,760,0,21,23,7635,0
2321_01,0,1,5623,1,25,0,0,0,0,0,0,1825,1
2325_01,0,1,5624,1,22,0,0,0,0,0,0,4704,0
2327_01,1,0,555,2,32,0,0,4106,388,892,2,478,1
2329_01,2,1,3810,2,29,0,0,458,0,0,0,3768,1
2332_01,0,0,3779,2,21,0,556,0,20,1589,0,1617,0
2333_01,2,0,1463,2,16,0,0,0,0,0,0,4024,0
2336_01,1,1,46,0,45,0,0,0,0,0,0,269,1
2336_02,1,0,46,2,44,1,1409,910,17,1452,3782,8261,0
2338_01,0,1,5625,0,27,0,0,0,0,0,0,2627,1
2338_02,0,0,3812,2,26,0,14,0,0,857,0,4524,0
2339_01,2,0,3813,2,46,0,1290,0,57,0,0,1260,0
2340_01,0,0,3780,1,24,0,0,0,648,0,0,4597,0
2341_01,0,0,3782,2,15,0,0,785,0,0,0,4596,1
2345_01,0,1,5627,1,53,0,0,458,0,0,0,2925,0
2347_01,0,0,3816,0,28,0,613,22,0,0,0,2919,0
2347_02,0,1,5626,2,11,0,0,0,0,0,0,4196,1
2347_03,0,1,5626,2,7,0,0,0,0,0,0,8130,0
2347_04,0,1,5626,1,0,0,0,0,0,0,0,4383,1
2347_05,0,1,5626,0,15,0,0,0,0,0,0,4953,1
2347_06,0,0,5626,0,31,0,1,458,2,605,0,7678,0
2347_07,0,0,5626,2,9,0,225,0,0,0,0,2974,0
2348_01,1,0,1375,0,44,1,0,1223,78,1418,1239,786,0
2349_01,0,0,5629,2,35,0,0,722,0,0,185,305,0
2353_01,0,0,5633,2,30,0,27,5412,86,311,0,4201,1
2353_02,0,0,3785,0,13,0,880,0,0,0,0,4841,0
2356_01,2,0,1379,2,45,1,773,82,0,6,0,4728,0
2356_02,2,1,1379,2,4,0,0,458,0,0,0,347,1
2356_03,2,1,1379,2,21,0,0,458,0,0,0,5016,1
2357_01,0,0,1466,2,20,0,0,409,994,215,0,7967,0
2360_01,0,1,5628,2,24,0,0,0,0,0,0,2388,1
2361_01,0,1,5632,1,3,0,0,0,0,0,0,7610,0
2361_02,0,0,3820,2,29,0,0,0,792,0,0,5430,1
2363_01,1,0,1015,2,28,0,2416,8926,41,1,462,1573,1
2364_01,0,0,5634,2,44,0,0,4,6,864,33,7215,1
2365_01,1,1,1361,2,50,0,0,0,174,0,0,7198,1
2366_01,2,1,3822,2,35,0,0,0,0,0,0,376,0
2367_01,0,0,3823,2,19,0,0,0,1,644,0,5442,0
2368_01,2,0,1470,2,22,0,579,0,267,0,108,6383,0
2369_01,0,0,3825,2,30,0,3,0,880,0,40,5940,0
2373_01,1,0,1381,2,36,0,0,4756,0,7818,96,1080,0
2374_01,2,0,1506,2,20,0,464,0,1432,0,0,3305,1
2375_01,0,0,5635,0,22,0,0,0,659,94,0,4289,1
2376_01,0,0,3788,0,22,0,0,30,0,0,673,3726,0
2377_01,1,1,1011,1,32,0,0,0,0,0,0,122,1
2379_01,0,0,3827,2,35,0,194,0,678,0,0,5704,0
2382_01,0,0,3829,0,41,0,0,33,0,1324,0,414,0
2384_01,0,1,5636,2,57,0,0,0,0,0,0,6156,0
2384_02,0,1,5636,1,3,0,0,0,0,0,0,4804,0
2384_03,0,0,5636,0,11,0,0,0,0,0,0,1585,1
2384_04,0,0,5636,2,4,0,0,0,0,0,0,5076,1
2384_05,0,1,5636,2,17,0,0,0,0,311,0,6690,0
2384_06,0,0,5636,2,30,0,0,0,0,0,0,4911,0
2384_07,0,1,6156,2,11,0,0,0,0,0,0,5898,1
2385_01,2,0,3793,2,23,0,1773,0,78,0,3,4140,0
2387_01,0,0,1472,2,58,0,225,400,0,690,490,2170,1
2389_01,0,0,5637,2,22,0,0,46,0,676,0,620,0
2390_01,0,0,5638,2,24,0,0,0,174,59,4120,4411,0
2391_01,0,0,1474,2,20,0,768,19,0,1,0,1717,0
2392_01,0,1,5639,2,37,0,0,0,0,0,0,4089,1
2395_01,0,0,5641,2,49,0,712,1,0,0,305,6066,0
2396_01,0,0,1509,2,46,0,0,557,0,287,781,2155,0
2396_02,0,0,5640,2,30,0,854,0,30,0,0,6840,0
2397_01,0,0,5642,0,36,0,0,810,0,0,0,2637,0
2398_01,0,0,3833,2,21,0,0,780,44,0,5,5079,0
2399_01,2,0,1511,2,25,1,854,0,319,0,0,7314,0
2401_01,0,1,5643,1,42,0,0,0,0,0,0,5127,1
2402_01,0,1,5645,2,13,0,0,0,174,0,0,3387,0
2403_01,0,0,5644,2,25,0,7,0,0,877,0,657,0
2404_01,1,0,1017,2,29,0,0,544,7,2650,1561,6932,0
2404_02,1,1,1017,2,17,0,0,0,0,0,0,144,1
2404_03,1,0,1017,0,36,0,828,5553,130,47,1171,3357,1
2404_04,0,1,1017,2,44,0,0,0,0,0,0,2315,1
2406_01,2,1,3797,2,18,0,0,0,0,0,0,1939,1
2409_01,0,0,3835,0,22,0,292,395,0,0,3,1356,0
2409_02,0,1,5646,2,22,0,0,0,0,0,0,2914,1
2410_01,0,1,5648,2,43,0,0,0,174,0,0,2254,1
2411_01,0,0,3837,2,29,0,19,2115,17,311,0,1381,1
2412_01,0,1,5650,2,24,0,0,0,0,0,0,6685,1
2413_01,0,1,5647,1,18,0,0,0,0,0,0,7911,1
2414_01,1,0,6556,2,42,0,0,1829,2,3133,2447,5511,0
2416_01,0,0,5649,2,43,0,9,0,1079,0,729,4931,0
2417_01,0,0,5651,2,32,0,11,31,0,836,9,7038,0
2419_01,0,1,5653,2,15,0,0,0,0,0,0,2843,1
2421_01,2,0,1476,2,22,0,0,0,0,0,0,1893,1
2423_01,0,1,5654,2,20,0,0,0,0,0,0,1246,0
2424_01,0,0,5652,2,34,0,34,223,1559,0,0,3693,1
2426_01,2,1,3799,2,70,0,0,0,0,0,0,1869,1
2426_02,2,1,3799,2,18,0,0,0,0,0,0,4697,1
2427_01,1,1,591,2,26,0,0,0,0,0,0,5300,1
2429_01,0,0,3839,2,17,0,112,56,332,0,606,4007,0
2431_01,0,0,3840,2,13,0,0,2,0,566,208,1455,0
2432_01,0,0,3842,2,19,0,0,0,79,311,0,1615,0
2433_01,1,1,1013,2,32,0,0,0,0,311,0,4636,1
2435_01,0,0,3801,2,33,0,4,0,28,0,2757,5199,0
2436_01,0,0,3848,2,21,0,759,0,0,311,40,3340,0
2438_01,2,1,3849,2,23,0,0,0,0,0,0,7830,1
2439_01,0,0,3850,2,24,0,227,537,13,0,0,5984,1
2441_01,0,0,3803,0,17,0,0,11,493,0,372,7455,0
2442_01,2,1,3852,2,34,0,0,0,0,0,0,990,1
2443_01,0,0,1363,2,31,0,1458,421,76,0,0,414,0
2444_01,0,0,3854,0,43,0,6,236,3,448,54,1053,0
2445_01,0,0,1512,2,43,0,602,3,27,89,69,6882,0
2446_01,0,0,3855,2,33,0,0,0,661,0,94,4936,1
2449_01,2,1,3856,2,28,0,0,0,0,0,0,3934,1
2449_02,2,1,1477,2,27,0,0,0,0,0,0,7497,0
2449_03,2,1,3856,2,7,0,0,0,0,0,0,5738,1
2451_01,0,1,5655,1,16,0,0,0,0,0,0,7948,0
2452_01,0,0,3808,0,42,0,526,2,28,161,305,5088,0
2453_01,2,1,1479,2,27,0,0,0,0,0,0,7545,1
2454_01,0,0,3859,2,19,0,0,0,0,157,644,4229,0
2455_01,2,0,3809,2,42,0,554,0,1168,0,275,5821,0
2456_01,0,1,5659,1,13,0,0,0,0,0,0,2393,0
2457_01,0,1,5661,2,16,0,0,0,0,0,0,1289,1
2458_01,0,0,3861,2,21,0,31,93,578,0,0,6457,1
2460_01,0,1,5663,1,28,0,0,0,0,0,0,5281,1
2461_01,0,1,5656,2,69,0,0,0,0,0,0,4016,0
2462_01,0,1,5657,1,15,0,0,0,0,0,0,8395,0
2463_01,0,0,1514,2,48,0,58,0,12,311,0,4880,0
2466_01,0,0,3811,2,42,0,225,1,61,897,0,1515,0
2467_01,2,0,1384,2,42,0,999,0,49,0,11,3499,0
2470_01,0,0,5658,2,23,0,139,0,0,567,0,5671,0
2470_02,0,0,5658,2,26,0,0,458,0,543,305,5824,0
2471_01,0,0,5664,2,45,0,0,0,450,94,364,1306,0
2472_01,0,0,1516,2,30,0,756,4,30,0,0,2609,0
2474_01,2,1,3814,2,36,0,0,0,174,0,0,1216,1
2475_01,1,0,1014,2,29,0,0,27,0,3573,3643,3411,0
2476_01,0,0,3863,2,35,0,0,0,1,0,1264,5122,0
2477_01,1,1,1016,2,21,0,0,458,0,0,0,6003,1
2477_02,1,1,1016,0,50,0,0,0,0,0,0,3751,1
2478_01,0,1,5666,2,52,0,0,0,0,0,0,507,0
2479_01,0,1,6156,1,21,0,0,0,0,0,0,4405,0
2480_01,0,0,3815,0,41,0,682,0,0,0,17,314,0
2483_01,0,0,3817,0,35,0,2594,195,0,0,0,2905,0
2486_01,0,0,3864,2,26,0,552,192,30,0,1,5331,0
2486_02,0,0,3864,2,17,0,584,738,54,0,621,160,0
2488_01,2,0,1385,2,69,0,4483,0,525,0,500,5419,0
2489_01,1,1,558,2,27,0,0,0,0,0,0,400,1
2491_01,0,0,5662,1,25,0,2,2762,552,0,1391,2556,0
2492_01,2,1,3819,2,27,0,0,0,0,0,0,6180,1
2496_01,0,0,3821,2,25,0,64,0,0,660,0,4061,0
2497_01,0,0,6156,0,36,0,0,0,0,33,619,3358,0
2498_01,0,0,1520,2,14,0,148,0,34,808,0,2400,0
2499_01,1,1,1020,0,27,0,0,0,0,0,0,5633,1
2500_01,0,0,5665,2,22,0,272,44,0,1064,418,2040,0
2502_01,0,0,5667,2,24,0,873,12,1,0,3,4594,0
2503_01,2,0,3868,2,29,0,311,0,745,232,0,3137,0
2503_02,2,0,3868,2,4,0,0,0,0,0,0,2550,1
2505_01,0,0,1480,2,19,0,0,13,291,481,2,2259,0
2505_02,0,0,1480,2,19,0,0,5,4,541,238,3889,0
2506_01,0,0,21,0,38,0,0,2506,46,11001,5,1485,0
2506_02,1,1,21,0,39,0,0,0,0,0,0,5348,1
2506_03,1,0,21,0,23,0,36,2467,0,381,803,163,0
2508_01,1,1,1387,0,57,0,0,458,0,0,0,6361,1
2508_02,1,1,1387,2,18,0,0,0,0,0,0,6215,1
2509_01,0,0,3824,2,43,0,0,9,1145,0,0,8212,0
2510_01,2,0,3870,2,28,0,34,0,1342,91,0,2295,1
2512_01,1,0,1025,0,33,0,0,8759,0,2788,4513,6775,0
2512_02,1,1,1025,0,37,0,0,0,0,0,0,8356,1
2513_01,0,0,6156,2,28,0,0,55,0,656,0,5071,0
2515_01,1,0,593,0,28,1,2,2144,0,435,5872,8424,0
2515_02,1,1,593,0,18,0,0,0,0,0,0,4639,1
2516_01,0,0,5669,0,29,0,75,17,0,211,506,2790,0
2518_01,1,1,1018,2,29,0,0,0,0,0,0,5612,1
2518_02,1,1,1018,0,28,0,0,0,0,0,0,429,1
2519_01,0,0,3826,2,24,0,172,775,344,0,0,5177,1
2520_01,1,0,1019,2,59,0,0,5407,0,285,1135,747,0
2521_01,2,1,1482,2,43,0,0,0,0,0,0,7311,0
2522_01,2,1,3874,2,20,0,0,0,0,0,0,3592,1
2523_01,1,1,559,0,23,0,0,0,174,0,0,5617,1
2524_01,1,1,1366,0,27,0,0,0,0,311,0,793,1
2526_01,1,1,561,0,38,0,0,0,0,0,0,1693,1
2527_01,0,1,5668,1,38,0,0,0,0,0,0,2277,1
2528_01,2,0,3828,2,48,0,639,412,110,0,0,7143,1
2530_01,2,0,3830,2,25,0,1734,1,189,1,0,7093,0
2531_01,0,1,5670,1,25,0,0,0,0,0,0,2235,1
2532_01,2,0,3831,2,24,0,737,37,1682,0,0,3466,0
2532_02,2,1,3831,2,69,0,0,0,0,0,0,3414,1
2534_01,1,0,563,0,20,0,0,646,0,311,1425,2249,0
2534_02,1,1,563,0,18,0,0,0,0,0,0,5256,1
2535_01,0,1,5673,2,28,0,0,0,0,0,0,3377,0
2537_01,0,0,1484,1,23,0,0,9,292,35,349,2469,1
2540_01,2,0,1521,2,24,0,345,0,451,0,582,8173,0
2541_01,1,0,565,2,44,0,0,1482,127,1555,1257,1049,0
2542_01,2,0,1485,2,29,0,834,0,28,117,41,6411,0
2544_01,1,0,595,0,6,0,0,0,0,0,0,5268,1
2544_02,1,0,595,2,42,0,41,1912,0,1899,43,300,0
2545_01,0,1,5675,0,78,0,0,0,0,0,0,4480,0
2546_01,0,0,3834,2,36,0,548,179,24,0,77,2900,0
2547_01,1,0,6156,0,37,0,0,100,0,1402,1462,151,0
2547_02,1,0,25,0,41,0,0,12809,2,2835,1514,1968,1
2548_01,0,0,5671,2,18,0,852,48,0,7,0,2762,0
2549_01,2,0,3877,2,62,0,1663,0,23,2,12,8076,0
2549_02,2,0,3877,2,0,0,0,0,0,0,0,6641,1
2549_03,2,0,3877,2,55,0,1281,0,7,1,0,6025,0
2550_01,0,1,5676,2,16,0,0,0,0,0,0,2651,1
2551_01,0,0,3879,2,32,0,238,156,3,2,324,5368,0
2552_01,0,0,3836,2,19,0,0,1124,4,0,0,726,1
2552_02,0,0,5672,0,7,0,0,0,0,0,305,2402,1
2552_03,0,0,5672,0,4,0,0,0,0,0,0,7614,1
2553_01,1,1,1388,2,30,0,0,0,0,0,0,3494,1
2555_01,1,1,566,0,24,0,0,0,0,0,0,1299,1
2555_02,1,1,566,2,34,0,0,0,0,0,0,189,1
2557_01,1,1,1026,2,30,0,0,0,0,0,0,6014,1
2558_01,2,0,3881,2,3,0,0,0,0,0,0,1732,1
2558_02,2,0,3881,2,32,0,0,0,0,0,0,7391,1
2558_03,2,0,3881,2,55,0,403,0,922,0,0,8366,1
2558_04,2,1,3881,2,0,0,0,0,0,0,0,943,1
2559_01,1,0,6156,2,51,0,0,1949,0,2549,39,1570,0
2560_01,0,1,5677,1,0,0,0,0,0,0,0,6200,1
2560_02,0,0,5677,2,21,0,882,0,0,311,0,3846,0
2560_03,0,0,5677,2,2,0,0,0,0,0,0,4067,0
2561_01,0,0,1523,2,19,0,194,44,0,549,1,4268,0
2562_01,2,1,3883,2,24,0,0,0,0,0,0,1894,1
2562_02,2,0,3883,2,20,0,2502,0,96,0,0,7146,0
2564_01,1,0,1525,2,42,0,2,3024,0,89,10,15,1
2565_01,2,1,3884,2,17,0,0,0,0,0,0,5580,1
2565_02,2,0,1487,2,32,0,598,0,138,0,624,4740,0
2571_01,0,0,5680,2,28,0,145,8,557,0,74,4188,1
2572_01,1,1,1027,0,21,0,0,0,0,0,0,7077,1
2572_02,1,1,1027,0,56,1,0,0,0,0,0,7201,1
2573_01,1,1,1023,0,28,0,0,0,0,0,0,5154,1
2574_01,0,0,3838,2,42,0,10,303,12,0,478,1106,0
2578_01,0,0,3841,2,18,0,1153,0,0,1409,195,5237,0
2580_01,0,0,5678,2,24,0,19,676,0,26,0,3552,0
2581_01,0,0,1489,2,20,0,496,20,16,0,254,2904,0
2581_02,0,0,3890,2,22,0,26,0,0,0,733,3987,0
2582_01,0,0,5681,2,22,0,98,0,46,641,0,4612,0
2584_01,0,0,5683,1,21,0,0,0,174,0,0,4980,0
2588_01,0,0,5684,2,28,0,4,166,743,0,0,4819,1
2589_01,1,1,1024,2,26,0,0,0,0,0,0,136,1
2589_02,1,1,1024,0,50,0,0,0,0,0,0,385,1
2589_03,1,0,1024,2,26,0,0,8150,0,3508,99,414,0
2589_04,1,0,1024,2,30,1,0,632,0,673,2272,8191,0
2589_05,1,1,1024,2,29,0,0,0,0,0,0,2449,1
2590_01,0,0,5688,2,8,0,0,0,0,0,0,4234,0
2590_02,0,0,5688,2,45,0,406,148,285,0,0,1055,0
2590_03,0,1,5688,1,35,0,0,0,0,0,0,4506,1
2591_01,0,0,3843,1,18,0,9,419,0,201,7,53,0
2591_02,0,0,5679,2,23,0,0,121,0,568,128,1341,0
2592_01,2,0,1368,2,29,1,803,0,0,58,0,1896,0
2592_02,2,0,1368,2,18,0,1102,9,2628,0,0,1771,0
2593_01,0,0,5690,2,28,0,804,2,13,0,62,7608,0
2594_01,1,1,596,2,34,0,0,0,0,0,0,5950,1
2595_01,2,0,3892,0,0,0,0,0,0,0,0,4962,1
2595_02,2,0,3892,2,4,0,0,0,0,0,0,928,1
2595_03,2,0,1370,2,28,0,938,61,0,53,4,6581,0
2595_04,2,0,3892,2,8,0,0,0,0,0,0,7843,1
2596_01,2,0,1372,2,20,0,59,0,1646,1657,0,6328,0
2596_02,2,1,3894,2,20,0,0,0,0,0,0,1498,1
2597_01,2,1,3847,2,25,0,0,0,0,0,0,8125,1
2597_02,0,0,3847,0,31,0,995,7,1213,0,687,6277,0
2598_01,2,0,3895,2,37,0,27,0,1131,0,1318,917,0
2599_01,0,1,6156,2,21,0,0,0,0,0,0,3868,0
2601_01,2,1,3897,2,24,0,0,0,0,0,0,6632,1
2602_01,2,1,1492,2,34,0,0,0,0,0,0,6028,0
